Date,ASIANPAINT.NS,HDFCBANK.NS,ITC.NS,RELIANCE.NS,TCS.NS
2015-06-24,713.2078247070312,490.31005859375,166.58889770507812,471.896728515625,1087.6654052734375
2015-06-25,709.9428100585938,499.3116149902344,165.8984375,478.3973083496094,1079.0751953125
2015-06-26,709.9901733398438,498.3037109375,163.5614776611328,476.56378173828125,1097.186279296875
2015-06-29,697.1673583984375,495.3968811035156,164.6237335205078,471.8728942871094,1097.2288818359375
2015-06-30,714.8164672851562,500.3197021484375,167.38563537597656,476.27801513671875,1079.4769287109375
2015-07-01,719.973876953125,502.7575988769531,166.56236267089844,478.9211120605469,1097.3135986328125
2015-07-02,721.9613647460938,499.8526306152344,167.33250427246094,481.3975524902344,1090.8182373046875
2015-07-03,731.2354125976562,507.4339904785156,167.62461853027344,479.65924072265625,1101.8839111328125
2015-07-06,741.5032958984375,511.8034362792969,169.11178588867188,483.6358337402344,1114.3248291015625
2015-07-07,780.350341796875,513.3857421875,168.55409240722656,477.7781677246094,1107.1099853515625
2015-07-08,759.1997680664062,504.88323974609375,166.2171173095703,474.6112060546875,1098.1597900390625
2015-07-09,754.1841430664062,507.339599609375,164.96896362304688,470.22991943359375,1067.4381103515625
2015-07-10,752.6226806640625,515.2279663085938,164.59718322753906,477.0876770019531,1047.0628662109375
2015-07-13,773.7734985351562,517.7786865234375,167.09349060058594,479.5639953613281,1061.95751953125
2015-07-14,778.55224609375,515.7474975585938,165.87188720703125,475.1827392578125,1057.705322265625
2015-07-15,792.8894653320312,518.0385131835938,166.7747802734375,481.5404357910156,1077.276611328125
2015-07-16,802.5421142578125,526.541015625,168.8727569580078,487.5170593261719,1074.927978515625
2015-07-17,781.1074829101562,524.5806884765625,171.18319702148438,486.5646667480469,1085.1685791015625
2015-07-20,806.5639038085938,526.8008422851562,170.2271270751953,488.01715087890625,1093.7559814453125
2015-07-21,772.25927734375,518.67626953125,166.4561309814453,479.94500732421875,1086.228759765625
2015-07-22,798.0469970703125,526.3992919921875,167.04039001464844,500.2324523925781,1072.086181640625
2015-07-23,801.0752563476562,523.3289184570312,167.3590545654297,497.8036804199219,1055.3563232421875
2015-07-24,803.4411010742188,523.3053588867188,167.06692504882812,488.15997314453125,1062.3743896484375
2015-07-27,807.368408203125,517.636962890625,165.52664184570312,478.7782897949219,1058.9395751953125
2015-07-28,790.3342895507812,523.6124267578125,165.28762817382812,481.11181640625,1061.0601806640625
2015-07-29,801.4063720703125,523.54150390625,161.46351623535156,474.32550048828125,1063.05322265625
2015-07-30,811.5322265625,524.5806884765625,167.81048583984375,476.3018798828125,1051.984619140625
2015-07-31,835.42724609375,525.1002807617188,173.1483612060547,477.1114501953125,1064.74951171875
2015-08-03,830.4116821289062,517.4244995117188,176.09613037109375,477.397216796875,1064.261962890625
2015-08-04,857.0984497070312,513.1968383789062,175.2197723388672,470.5156555175781,1063.965087890625
2015-08-05,873.7539672851562,515.9129028320312,176.2289276123047,470.3966064453125,1080.185791015625
2015-08-06,866.9403686523438,517.6842041015625,173.28114318847656,466.205810546875,1091.275634765625
2015-08-07,850.4268188476562,516.1255493164062,172.32510375976562,468.77740478515625,1082.263671875
2015-08-10,853.7388916015625,517.0701293945312,170.46615600585938,461.419677734375,1090.7666015625
2015-08-11,835.9949951171875,517.09375,170.01470947265625,460.03863525390625,1104.3792724609375
2015-08-12,824.5916137695312,505.6390380859375,168.2353973388672,449.03765869140625,1133.0042724609375
2015-08-13,827.4306640625,508.9928283691406,168.02294921875,444.4896545410156,1117.6953125
2015-08-14,847.2091064453125,520.447509765625,168.97900390625,460.49102783203125,1146.3629150390625
2015-08-17,851.7515258789062,515.582275390625,168.31507873535156,452.7522888183594,1138.5386962890625
2015-08-18,852.9818725585938,513.1495971679688,167.2262725830078,449.6091613769531,1162.3504638671875
2015-08-19,851.4678955078125,511.0239562988281,168.31507873535156,454.6095886230469,1159.2550048828125
2015-08-20,835.8056640625,507.64654541015625,174.92762756347656,436.3699645996094,1139.42919921875
2015-08-21,839.1654052734375,501.3169250488281,175.67123413085938,432.3934326171875,1134.8916015625
2015-08-24,792.5582275390625,481.35968017578125,170.0677947998047,395.0569763183594,1093.5440673828125
2015-08-25,806.4220581054688,481.0762023925781,169.90846252441406,403.9148254394531,1088.667236328125
2015-08-26,806.1856079101562,478.738037109375,168.71340942382812,406.4150390625,1092.738525390625
2015-08-27,809.1192016601562,482.8003845214844,172.989013671875,413.9156494140625,1091.847900390625
2015-08-28,812.194580078125,485.5636291503906,173.6794891357422,415.46343994140625,1090.2366943359375
2015-08-31,803.0625610351562,485.32745361328125,172.69688415527344,407.6056213378906,1087.352783203125
2015-09-01,775.1454467773438,472.408447265625,167.54493713378906,399.96209716796875,1076.0513916015625
2015-09-02,762.74853515625,470.07025146484375,170.01470947265625,404.58160400390625,1099.1209716796875
2015-09-03,782.2430419921875,477.2264709472656,169.96156311035156,406.6293029785156,1104.97314453125
2015-09-04,769.2308959960938,470.495361328125,168.4213104248047,398.0810241699219,1080.3128662109375
2015-09-07,745.7144165039062,465.0159606933594,166.482666015625,396.79522705078125,1077.048095703125
2015-09-08,749.0265502929688,474.27423095703125,166.19056701660156,404.1291809082031,1077.2811279296875
2015-09-09,777.0855712890625,480.06060791015625,166.98727416992188,416.24920654296875,1081.28857421875
2015-09-10,764.5938720703125,477.55718994140625,166.42955017089844,412.89178466796875,1079.4437255859375
2015-09-11,772.3539428710938,477.32098388671875,166.6420135498047,410.01055908203125,1082.242919921875
2015-09-14,795.1605834960938,481.6667175292969,166.58889770507812,411.3916320800781,1082.0943603515625
2015-09-15,786.5015258789062,478.5727233886719,168.39476013183594,412.89178466796875,1075.9874267578125
2015-09-16,779.7351684570312,483.3908386230469,171.10350036621094,415.53485107421875,1081.54296875
2015-09-18,795.9176025390625,495.86114501953125,168.89930725097656,426.4167175292969,1081.92431640625
2015-09-21,785.1768798828125,497.3726806640625,166.9075927734375,418.177978515625,1081.8397216796875
2015-09-22,761.518310546875,486.8390808105469,165.79222106933594,403.7957763671875,1071.5556640625
2015-09-23,751.487060546875,495.6012878417969,167.89016723632812,404.96258544921875,1074.03662109375
2015-09-24,763.0797729492188,496.6405334472656,171.3159942626953,398.7715148925781,1094.2861328125
2015-09-28,751.8182983398438,494.2787780761719,169.563232421875,397.2952575683594,1099.926513671875
2015-09-29,761.6128540039062,502.9701843261719,170.1740264892578,400.3907165527344,1097.6156005859375
2015-09-30,796.4381713867188,504.8596496582031,174.63552856445312,410.65350341796875,1097.530517578125
2015-10-01,794.5928344726562,504.3164978027344,174.6089630126953,411.7964172363281,1121.511962890625
2015-10-05,809.4976806640625,518.8179321289062,175.00732421875,422.89263916015625,1149.9466552734375
2015-10-06,807.8887329101562,512.9605102539062,182.09788513183594,427.67877197265625,1145.006103515625
2015-10-07,818.6298217773438,513.8108520507812,184.43487548828125,435.17938232421875,1125.477294921875
2015-10-08,827.2413940429688,511.6143798828125,180.10614013671875,423.41644287109375,1116.9322509765625
2015-10-09,807.9835815429688,513.0551147460938,182.4165802001953,422.5830383300781,1115.1722412109375
2015-10-12,813.1409912109375,510.40997314453125,180.98251342773438,424.6784973144531,1099.4603271484375
2015-10-13,818.9136962890625,508.4260559082031,182.73529052734375,425.55950927734375,1101.9835205078125
2015-10-14,815.9799194335938,512.3938598632812,182.7617950439453,430.0122985839844,1053.278564453125
2015-10-15,823.3614501953125,512.1104736328125,185.5767822265625,430.3694152832031,1046.5142822265625
2015-10-16,835.1432495117188,519.6209106445312,185.28468322753906,435.6556091308594,1048.31640625
2015-10-19,832.0677490234375,518.5580444335938,186.42660522460938,458.8479919433594,1055.4197998046875
2015-10-20,828.4716186523438,517.1882934570312,185.17845153808594,455.60968017578125,1071.5347900390625
2015-10-21,810.302001953125,517.2355346679688,185.1253662109375,454.8000793457031,1077.6038818359375
2015-10-23,812.5259399414062,523.6124267578125,190.33042907714844,455.1095886230469,1083.003662109375
2015-10-26,773.8206176757812,520.3058471679688,189.3478240966797,449.01385498046875,1082.7481689453125
2015-10-27,782.7162475585938,524.74609375,189.082275390625,447.4422912597656,1080.4217529296875
2015-10-28,785.9899291992188,525.029541015625,188.65736389160156,446.2041320800781,1079.5677490234375
2015-10-29,786.9386596679688,521.274169921875,185.89547729492188,448.1328125,1065.1614990234375
2015-10-30,788.1722412109375,519.4083862304688,177.74266052246094,451.32354736328125,1065.09716796875
2015-11-02,787.6503295898438,511.6143798828125,179.09703063964844,457.0859680175781,1074.55224609375
2015-11-03,772.5635375976562,512.4646606445312,177.84886169433594,460.6100769042969,1085.69287109375
2015-11-04,761.177001953125,510.9530029296875,178.30032348632812,453.0379943847656,1081.57421875
2015-11-05,764.6404418945312,510.0792236328125,179.07044982910156,446.0374450683594,1059.739990234375
2015-11-06,760.2282104492188,510.5750732421875,179.36257934570312,453.5618591308594,1069.6009521484375
2015-11-09,774.6510620117188,502.9701843261719,182.20411682128906,457.7765197753906,1054.9171142578125
2015-11-10,757.0021362304688,498.1520690917969,178.85800170898438,439.4416198730469,1049.2821044921875
2015-11-13,759.46923828125,496.9476013183594,175.16665649414062,444.3468322753906,1023.3506469726562
2015-11-16,759.990966796875,501.1515197753906,179.6812744140625,444.9421081542969,1013.6180419921875
2015-11-17,766.348388671875,501.0807800292969,185.41744995117188,441.82281494140625,1020.4264526367188
2015-11-18,779.7274169921875,495.3179016113281,184.75355529785156,434.3221740722656,1003.7362670898438
2015-11-19,781.57763671875,504.9068603515625,186.98426818847656,445.1564025878906,1008.474609375
2015-11-20,786.7964477539062,505.8280029296875,182.94772338867188,450.9188232421875,1023.7557983398438
2015-11-23,806.8174438476562,503.5606384277344,179.12356567382812,454.20477294921875,1020.6400756835938
2015-11-24,812.795166015625,502.7575988769531,178.40655517578125,460.8481750488281,1010.7794799804688
2015-11-26,817.776611328125,502.56866455078125,182.0713653564453,470.8251953125,1001.2178344726562
2015-11-27,815.1673583984375,509.8666076660156,182.8945770263672,466.25341796875,1004.5475463867188
2015-11-30,795.620849609375,509.0872802734375,183.8506317138672,460.56243896484375,1013.1700439453125
2015-12-01,801.4087524414062,511.56719970703125,183.90374755859375,459.990966796875,1008.1967163085938
2015-12-02,805.1567993164062,509.1108703613281,185.5767822265625,465.7295227050781,1009.6058349609375
2015-12-03,799.3212890625,508.61492919921875,182.36346435546875,465.3724060058594,1003.4375
2015-12-04,792.01513671875,500.1832275390625,178.43312072753906,459.77667236328125,993.897216796875
2015-12-07,826.8856811523438,501.6239013671875,166.53579711914062,453.3951721191406,990.2257080078125
2015-12-08,816.7329711914062,495.6249694824219,167.17312622070312,448.08514404296875,994.1531982421875
2015-12-09,797.0440673828125,494.7747497558594,168.58062744140625,436.1794128417969,1010.6512451171875
2015-12-10,815.2622680664062,500.98626708984375,170.62550354003906,452.5855712890625,1017.8653564453125
2015-12-11,814.503173828125,494.2550964355469,170.4927215576172,453.82379150390625,1018.4844970703125
2015-12-14,830.68115234375,498.3647155761719,170.01470947265625,454.8476867675781,1015.2615356445312
2015-12-15,833.6226196289062,500.4429626464844,171.52841186523438,464.7532653808594,1014.15185546875
2015-12-16,822.18896484375,504.151123046875,169.563232421875,466.06292724609375,1028.04541015625
2015-12-17,831.2979125976562,510.2682189941406,170.2271270751953,480.8498840332031,1041.427734375
2015-12-18,834.4766845703125,506.84344482421875,168.4213104248047,472.3729553222656,1031.6312255859375
2015-12-21,828.8309936523438,507.9771728515625,173.4405059814453,472.46820068359375,1044.2666015625
2015-12-22,835.8999633789062,503.74951171875,170.09437561035156,470.18231201171875,1026.6160888671875
2015-12-23,834.0021362304688,507.36309814453125,170.7582550048828,478.04010009765625,1035.473388671875
2015-12-24,836.70654296875,507.3158874511719,171.92677307128906,476.4923400878906,1039.0804443359375
2015-12-28,835.9949951171875,508.85107421875,173.25457763671875,481.1831970214844,1051.2239990234375
2015-12-29,835.0933837890625,509.18170166015625,172.5375518798828,483.56439208984375,1048.2791748046875
2015-12-30,833.2431030273438,507.4576416015625,173.4405059814453,478.37347412109375,1032.2716064453125
2015-12-31,838.3670654296875,511.1656494140625,174.1044158935547,483.1833801269531,1040.190185546875
2016-01-01,833.8123779296875,514.283203125,173.94503784179688,483.5405578613281,1031.4605712890625
2016-01-04,835.7578125,505.6626281738281,172.6703338623047,473.9921569824219,1011.4840698242188
2016-01-05,854.5925903320312,501.8364562988281,172.5375518798828,478.6829833984375,1002.6692504882812
2016-01-06,841.0713500976562,504.05670166015625,167.3590545654297,491.5650329589844,1016.6057739257812
2016-01-07,827.73974609375,498.90789794921875,164.4378204345703,482.5404968261719,1012.18798828125
2016-01-08,829.8746948242188,501.8128967285156,166.58889770507812,488.4933776855469,1023.43603515625
2016-01-11,829.1629638671875,500.04150390625,167.86361694335938,500.80389404296875,1008.3887329101562
2016-01-12,828.26171875,494.5384521484375,167.38563537597656,497.8750305175781,993.3209838867188
2016-01-13,824.134033203125,500.773681640625,167.70428466796875,512.8287963867188,972.8958129882812
2016-01-14,843.9179077148438,495.86114501953125,168.5009765625,505.5899658203125,972.7249145507812
2016-01-15,834.286865234375,492.27117919921875,166.72169494628906,511.13812255859375,965.1694946289062
2016-01-18,806.8174438476562,484.5716857910156,167.51837158203125,484.2548522949219,972.2342529296875
2016-01-19,802.310302734375,489.271728515625,166.8013458251953,496.9941101074219,972.938720703125
2016-01-20,797.3760986328125,481.0054016113281,164.09259033203125,478.3973083496094,973.2798461914062
2016-01-21,801.2665405273438,483.2254638671875,162.73822021484375,468.70599365234375,964.6793823242188
2016-01-22,825.4625244140625,486.67376708984375,163.98638916015625,478.206787109375,982.329833984375
2016-01-25,833.6701049804688,491.798828125,164.3316192626953,478.1115417480469,986.13818359375
2016-01-27,814.6455078125,489.20086669921875,166.2171173095703,475.9208984375,992.5992431640625
2016-01-28,815.0249633789062,487.33502197265625,169.1914520263672,484.27874755859375,997.4984741210938
2016-01-29,825.4151000976562,495.908447265625,170.0677947998047,493.0889587402344,1023.2150268554688
2016-02-01,842.0201416015625,500.5848388671875,172.4844512939453,490.66021728515625,1028.0927734375
2016-02-02,837.37060546875,497.7742614746094,172.21888732910156,476.7780456542969,1026.1243896484375
2016-02-03,819.5321044921875,493.0741882324219,170.9972686767578,467.3725280761719,1033.912109375
2016-02-04,843.8704223632812,495.6012878417969,170.9176483154297,463.3960266113281,1035.5164794921875
2016-02-05,853.2642211914062,498.4591979980469,172.05955505371094,462.3721618652344,1036.3299560546875
2016-02-08,843.1587524414062,489.2952880859375,167.438720703125,457.6812438964844,1011.0841064453125
2016-02-09,838.983642578125,484.6662292480469,165.92498779296875,455.99066162109375,976.1896362304688
2016-02-10,831.7250366210938,478.478271484375,164.11915588378906,458.4432373046875,970.7980346679688
2016-02-11,811.941162109375,460.69384765625,158.56884765625,440.298828125,940.4821166992188
2016-02-12,811.18212890625,458.8515930175781,159.39210510253906,431.7267150878906,952.7410278320312
2016-02-15,814.7877807617188,459.8908386230469,161.30413818359375,450.87109375,970.9478759765625
2016-02-16,797.3287963867188,459.82000732421875,156.9488983154297,443.15625,969.4075927734375
2016-02-17,812.2259521484375,460.5049133300781,159.25930786132812,453.6571044921875,973.6865234375
2016-02-18,792.5369873046875,467.3777770996094,162.23362731933594,447.7041931152344,990.9306640625
2016-02-19,810.992431640625,467.30694580078125,161.75563049316406,449.72821044921875,992.5564575195312
2016-02-22,826.3164672851562,467.047119140625,159.25930786132812,458.27655029296875,990.951904296875
2016-02-23,832.246826171875,458.2139892578125,156.04598999023438,452.252197265625,968.7439575195312
2016-02-24,836.70654296875,448.55419921875,152.75299072265625,453.680908203125,946.0445556640625
2016-02-25,817.6343383789062,445.271240234375,152.00938415527344,449.6091613769531,946.8577880859375
2016-02-26,818.4410400390625,453.9390869140625,154.53224182128906,452.5855712890625,945.8524169921875
2016-02-29,802.8322143554688,459.0641784667969,157.02857971191406,460.3481140136719,931.4323120117188
2016-03-01,827.3602905273438,464.8742980957031,172.80311584472656,467.324951171875,974.1571044921875
2016-03-02,827.2653198242188,475.76220703125,169.72259521484375,476.9447937011719,992.2142944335938
2016-03-03,835.2359008789062,479.8481140136719,168.97900390625,482.3499450683594,1015.4483642578125
2016-03-04,821.5247192382812,482.06817626953125,167.4121551513672,479.2782897949219,1008.7735595703125
2016-03-08,830.9185180664062,479.0451354980469,170.09437561035156,489.08868408203125,1007.3828735351562
2016-03-09,831.3928833007812,484.07574462890625,169.90846252441406,496.0892333984375,1008.6449584960938
2016-03-10,848.9942626953125,482.3988342285156,167.89016723632812,481.82611083984375,1004.8155517578125
2016-03-11,852.4102172851562,485.9179382324219,170.6520538330078,483.1357727050781,1012.0680541992188
2016-03-14,853.3590087890625,485.374755859375,172.64378356933594,485.6360168457031,1007.6824951171875
2016-03-15,839.3630981445312,484.9731750488281,168.10263061523438,485.9931335449219,996.9419555664062
