Date,MRNA,PFE,JNJ,GOOGL,META,AAPL,COST,WMT,KR,JPM,BAC,HSBC
2020-09-02,64.72000122070312,35.29411697387695,153.8300018310547,85.86949920654297,302.5,131.39999389648438,358.8599853515625,147.67999267578125,36.599998474121094,101.6500015258789,26.020000457763672,21.43000030517578
2020-09-03,64.83999633789062,34.53510284423828,149.5500030517578,81.47550201416016,291.1199951171875,120.87999725341797,348.29998779296875,144.5399932861328,36.11000061035156,101.33000183105469,25.65999984741211,21.059999465942383
2020-09-04,62.599998474121094,34.497154235839844,148.58999633789062,79.06050109863281,282.7300109863281,120.95999908447266,346.57000732421875,142.8300018310547,35.470001220703125,103.5199966430664,26.540000915527344,21.3700008392334
2020-09-08,54.34000015258789,34.08918380737305,147.25999450683594,76.18000030517578,271.1600036621094,112.81999969482422,338.8599853515625,138.4499969482422,34.619998931884766,99.91999816894531,25.479999542236328,20.8700008392334
2020-09-09,56.900001525878906,34.326377868652344,149.6999969482422,77.36150360107422,273.7200012207031,117.31999969482422,346.42999267578125,139.88999938964844,35.18000030517578,100.87000274658203,25.510000228881836,21.209999084472656
2020-09-10,57.560001373291016,33.82352828979492,146.91000366210938,76.30249786376953,268.0899963378906,113.48999786376953,339.5299987792969,136.80999755859375,34.7400016784668,99.83000183105469,25.139999389648438,20.709999084472656
2020-09-11,59.34000015258789,34.22201156616211,147.77999877929688,75.78800201416016,266.6099853515625,112.0,339.1300048828125,136.6999969482422,34.369998931884766,101.06999969482422,25.5,20.670000076293945
2020-09-14,63.66999816894531,35.113853454589844,148.35000610351562,75.44149780273438,266.1499938964844,115.36000061035156,342.9200134277344,137.32000732421875,32.84000015258789,102.47000122070312,25.75,20.639999389648438
2020-09-15,66.87999725341797,35.06641387939453,148.88999938964844,76.75599670410156,272.4200134277344,115.54000091552734,343.9100036621094,137.36000061035156,32.720001220703125,99.27999877929688,25.280000686645508,20.709999084472656
2020-09-16,68.83999633789062,34.89563751220703,148.39999389648438,75.60449981689453,263.5199890136719,112.12999725341797,343.7300109863281,136.25999450683594,32.02000045776367,99.69999694824219,25.600000381469727,20.389999389648438
2020-09-17,67.88999938964844,34.93358612060547,147.1699981689453,74.35199737548828,254.82000732421875,110.33999633789062,338.8800048828125,136.69000244140625,32.5099983215332,98.55999755859375,25.350000381469727,20.139999389648438
2020-09-18,69.87000274658203,34.75332260131836,149.17999267578125,72.55449676513672,252.52999877929688,106.83999633789062,335.9599914550781,135.2899932861328,33.209999084472656,98.3499984741211,25.209999084472656,19.729999542236328
2020-09-21,69.26000213623047,34.1745719909668,145.10000610351562,71.50700378417969,248.14999389648438,110.08000183105469,339.57000732421875,137.07000732421875,33.459999084472656,95.30999755859375,24.469999313354492,18.639999389648438
2020-09-22,68.72000122070312,34.39278793334961,144.2100067138672,72.99099731445312,254.75,111.80999755859375,344.45001220703125,138.30999755859375,33.7400016784668,94.2699966430664,23.940000534057617,18.350000381469727
2020-09-23,67.16000366210938,34.15559768676758,144.44000244140625,70.46949768066406,249.02000427246094,107.12000274658203,344.6300048828125,135.99000549316406,33.279998779296875,92.73999786376953,23.260000228881836,18.420000076293945
2020-09-24,65.16999816894531,33.927894592285156,144.6699981689453,71.14299774169922,249.52999877929688,108.22000122070312,347.0,136.6999969482422,33.43000030517578,92.66000366210938,23.34000015258789,18.389999389648438
2020-09-25,69.47000122070312,34.20303726196289,145.66000366210938,71.9530029296875,254.82000732421875,112.27999877929688,342.5799865722656,137.27000427246094,33.529998779296875,93.47000122070312,23.489999771118164,18.110000610351562
2020-09-28,70.55000305175781,34.52561569213867,147.11000061035156,72.93299865722656,256.82000732421875,114.95999908447266,349.6199951171875,137.25,33.70000076293945,96.16000366210938,24.09000015258789,19.959999084472656
2020-09-29,70.5199966430664,34.31688690185547,147.05999755859375,73.3010025024414,261.7900085449219,114.08999633789062,352.1400146484375,137.13999938964844,33.77000045776367,95.3499984741211,23.770000457763672,19.399999618530273
2020-09-30,70.75,34.819732666015625,148.8800048828125,73.27999877929688,261.8999938964844,115.80999755859375,355.0,139.91000366210938,33.90999984741211,96.2699966430664,24.09000015258789,19.579999923706055
2020-10-01,70.02999877929688,34.50664138793945,147.32000732421875,74.3949966430664,266.6300048828125,116.79000091552734,358.4599914550781,143.0800018310547,34.02000045776367,96.97000122070312,24.100000381469727,19.510000228881836
2020-10-02,68.80999755859375,34.51612854003906,146.24000549316406,72.77999877929688,259.94000244140625,113.0199966430664,355.010009765625,140.5,34.06999969482422,97.88999938964844,24.209999084472656,19.8700008392334
2020-10-05,71.94999694824219,34.86717224121094,148.22999572753906,74.1415023803711,264.6499938964844,116.5,358.5799865722656,141.8000030517578,34.529998779296875,99.04000091552734,24.6200008392334,19.959999084472656
2020-10-06,71.04000091552734,34.31688690185547,146.25999450683594,72.5510025024414,258.6600036621094,113.16000366210938,358.3500061035156,140.6300048828125,33.95000076293945,98.0199966430664,24.3700008392334,19.989999771118164
2020-10-07,72.37000274658203,34.60151672363281,147.8800048828125,72.95700073242188,258.1199951171875,115.08000183105469,363.0199890136719,140.88999938964844,34.029998779296875,99.7300033569336,24.8799991607666,20.3700008392334
2020-10-08,72.93000030517578,35.0,148.88999938964844,74.17150115966797,263.760009765625,114.97000122070312,365.0899963378906,141.36000061035156,34.290000915527344,101.77999877929688,25.239999771118164,20.31999969482422
2020-10-09,73.0,34.90512466430664,150.97000122070312,75.52249908447266,264.45001220703125,116.97000122070312,369.4599914550781,142.77999877929688,34.45000076293945,101.19999694824219,25.360000610351562,20.1299991607666
2020-10-12,75.30999755859375,34.93358612060547,151.83999633789062,78.22949981689453,275.75,124.4000015258789,376.4800109863281,144.25,34.630001068115234,102.44000244140625,25.68000030517578,20.25
2020-10-13,78.29000091552734,35.00948715209961,148.36000061035156,78.35350036621094,276.1400146484375,121.0999984741211,380.67999267578125,146.22999572753906,34.79999923706055,100.77999877929688,24.950000762939453,19.770000457763672
2020-10-14,76.55999755859375,34.97153854370117,148.10000610351562,78.1719970703125,271.82000732421875,121.19000244140625,378.3399963378906,143.94000244140625,33.84000015258789,100.22000122070312,23.6200008392334,19.229999542236328
2020-10-15,75.58000183105469,34.67741775512695,147.19000244140625,77.77349853515625,266.7200012207031,120.70999908447266,376.5799865722656,144.52999877929688,33.97999954223633,101.72000122070312,24.149999618530273,19.399999618530273
2020-10-16,73.94000244140625,36.00569152832031,148.10000610351562,78.38500213623047,265.92999267578125,119.0199966430664,381.5400085449219,144.7100067138672,34.06999969482422,101.51000213623047,24.239999771118164,19.709999084472656
2020-10-19,70.95999908447266,35.86337661743164,144.32000732421875,76.49749755859375,261.3999938964844,115.9800033569336,375.55999755859375,142.9499969482422,33.880001068115234,99.80000305175781,23.719999313354492,19.84000015258789
2020-10-20,71.30999755859375,35.56925964355469,144.5500030517578,77.55400085449219,267.55999755859375,117.51000213623047,378.30999755859375,143.89999389648438,33.33000183105469,100.37000274658203,24.139999389648438,19.90999984741211
2020-10-21,68.37000274658203,35.180267333984375,143.92999267578125,79.29949951171875,278.7300109863281,116.87000274658203,377.82000732421875,144.39999389648438,33.33000183105469,99.37000274658203,24.049999237060547,19.8799991607666
2020-10-22,70.83999633789062,35.512332916259766,145.0800018310547,80.33300018310547,278.1199951171875,115.75,375.75,143.5500030517578,32.63999938964844,102.87999725341797,24.8700008392334,20.170000076293945
2020-10-23,70.52999877929688,36.223907470703125,145.24000549316406,81.64900207519531,284.7900085449219,115.04000091552734,374.6000061035156,143.85000610351562,32.7599983215332,103.80999755859375,24.899999618530273,20.8799991607666
2020-10-26,70.23999786376953,35.977230072021484,143.97000122070312,79.2145004272461,277.1099853515625,115.05000305175781,370.7099914550781,142.16000366210938,33.15999984741211,101.23999786376953,24.540000915527344,20.729999542236328
2020-10-27,70.66999816894531,35.512332916259766,143.14999389648438,79.94400024414062,283.2900085449219,116.5999984741211,372.7200012207031,142.8699951171875,32.34000015258789,99.33000183105469,23.850000381469727,21.520000457763672
2020-10-28,65.73999786376953,33.6337776184082,138.36000061035156,75.54000091552734,267.6700134277344,111.19999694824219,364.9599914550781,140.0399932861328,32.15999984741211,96.54000091552734,23.469999313354492,20.510000228881836
2020-10-29,71.27999877929688,33.47248458862305,137.19000244140625,77.84400177001953,280.8299865722656,115.31999969482422,364.8599853515625,139.9199981689453,32.2599983215332,97.16999816894531,23.540000915527344,21.149999618530273
2020-10-30,67.47000122070312,33.66223907470703,137.11000061035156,80.80549621582031,263.1099853515625,108.86000061035156,357.6199951171875,138.75,32.209999084472656,98.04000091552734,23.700000762939453,20.979999542236328
2020-11-02,67.11000061035156,34.37381362915039,138.69000244140625,81.21600341796875,261.3599853515625,108.7699966430664,364.3900146484375,140.39999389648438,32.060001373291016,100.25,24.079999923706055,21.40999984741211
2020-11-03,69.08000183105469,34.33586120605469,138.5,82.28299713134766,265.29998779296875,110.44000244140625,371.9599914550781,142.77999877929688,32.7400016784668,103.41000366210938,24.690000534057617,22.540000915527344
2020-11-04,69.80999755859375,35.417457580566406,139.39999389648438,87.2925033569336,287.3800048828125,114.94999694824219,376.1700134277344,141.9600067138672,32.09000015258789,100.25,23.68000030517578,21.469999313354492
2020-11-05,71.4800033569336,34.52561569213867,139.75999450683594,88.125,294.67999267578125,119.02999877929688,385.2300109863281,143.47000122070312,32.720001220703125,104.3499984741211,24.610000610351562,22.020000457763672
2020-11-06,72.44999694824219,34.53510284423828,142.25,87.98650360107422,293.4100036621094,118.69000244140625,385.6600036621094,145.77000427246094,33.16999816894531,102.95999908447266,24.309999465942383,22.280000686645508
2020-11-09,77.73999786376953,37.191650390625,146.0800018310547,88.07099914550781,278.7699890136719,116.31999969482422,365.0,143.5399932861328,31.010000228881836,116.9000015258789,27.760000228881836,24.59000015258789
2020-11-10,76.05000305175781,36.69829177856445,148.27999877929688,86.88600158691406,272.42999267578125,115.97000122070312,366.6199951171875,145.55999755859375,31.920000076293945,116.5199966430664,27.65999984741211,24.459999084472656
2020-11-11,82.44000244140625,36.52751541137695,147.8000030517578,87.36150360107422,276.4800109863281,119.48999786376953,372.9200134277344,147.97999572753906,32.09000015258789,114.77999877929688,27.34000015258789,25.309999465942383
2020-11-12,87.80999755859375,35.62618637084961,148.3000030517578,87.14099884033203,275.0799865722656,119.20999908447266,375.7099914550781,148.22999572753906,32.029998779296875,113.37000274658203,26.690000534057617,24.260000228881836
2020-11-13,89.38999938964844,36.64136505126953,149.89999389648438,88.61299896240234,276.95001220703125,119.26000213623047,378.8399963378906,150.5399932861328,32.13999938964844,114.08000183105469,27.0,24.530000686645508
2020-11-16,97.94999694824219,35.417457580566406,150.85000610351562,88.70149993896484,278.9599914550781,120.30000305175781,379.7900085449219,152.44000244140625,32.29999923706055,117.30000305175781,27.579999923706055,25.479999542236328
2020-11-17,93.1500015258789,36.040000915527344,149.35000610351562,88.08300018310547,275.0,119.38999938964844,381.9200134277344,149.3699951171875,31.899999618530273,116.11000061035156,27.549999237060547,24.90999984741211
2020-11-18,88.88999938964844,36.31999969482422,147.3699951171875,87.03199768066406,271.9700012207031,118.02999877929688,382.2300109863281,149.08999633789062,32.040000915527344,115.25,26.979999542236328,25.239999771118164
2020-11-19,92.7699966430664,36.189998626708984,147.13999938964844,87.92849731445312,272.94000244140625,118.63999938964844,383.5400085449219,152.1199951171875,32.7599983215332,115.55999755859375,26.979999542236328,25.3799991607666
2020-11-20,97.61000061035156,36.70000076293945,146.36000061035156,86.81900024414062,269.70001220703125,117.33999633789062,381.1199951171875,150.24000549316406,32.439998626708984,114.56999969482422,26.809999465942383,25.270000457763672
2020-11-23,101.02999877929688,36.52000045776367,143.8699951171875,86.37799835205078,268.42999267578125,113.8499984741211,381.7099914550781,150.92999267578125,33.029998779296875,117.87000274658203,27.389999389648438,25.610000610351562
2020-11-24,98.55999755859375,36.599998474121094,143.8699951171875,88.19499969482422,276.9200134277344,115.16999816894531,384.2200012207031,151.36000061035156,32.689998626708984,123.31999969482422,28.979999542236328,26.65999984741211
2020-11-25,109.18000030517578,36.529998779296875,143.67999267578125,88.20649719238281,275.5899963378906,116.02999877929688,387.75,151.8300018310547,32.31999969482422,122.02999877929688,29.030000686645508,26.75
2020-11-27,127.02999877929688,37.22999954223633,144.0,89.35099792480469,277.80999755859375,116.58999633789062,388.3900146484375,151.60000610351562,32.43000030517578,121.22000122070312,28.989999771118164,26.889999389648438
2020-11-30,152.74000549316406,38.310001373291016,144.67999267578125,87.72000122070312,276.9700012207031,119.05000305175781,391.7699890136719,152.7899932861328,33.0,117.87999725341797,28.15999984741211,25.889999389648438
2020-12-01,141.00999450683594,39.40999984741211,147.4499969482422,89.76799774169922,286.54998779296875,122.72000122070312,387.55999755859375,152.63999938964844,33.0099983215332,119.73999786376953,28.690000534057617,27.290000915527344
2020-12-02,143.0,40.79999923706055,148.13999938964844,91.24849700927734,287.5199890136719,123.08000183105469,383.5,150.52000427246094,32.290000915527344,122.04000091552734,29.059999465942383,27.780000686645508
2020-12-03,157.25999450683594,40.09000015258789,149.0,91.09200286865234,281.8500061035156,122.94000244140625,374.04998779296875,149.3000030517578,30.8799991607666,121.23999786376953,28.90999984741211,28.15999984741211
2020-12-04,152.52000427246094,40.34000015258789,150.27000427246094,91.18800354003906,279.70001220703125,122.25,373.42999267578125,148.91000366210938,30.579999923706055,122.33999633789062,29.290000915527344,28.3700008392334
2020-12-07,159.52000427246094,41.25,148.97000122070312,90.85150146484375,285.5799865722656,123.75,373.3299865722656,148.11000061035156,30.950000762939453,121.87999725341797,29.09000015258789,27.31999969482422
2020-12-08,169.86000061035156,42.560001373291016,151.5500030517578,90.56649780273438,283.3999938964844,124.37999725341797,377.6000061035156,149.4499969482422,31.299999237060547,122.0,28.93000030517578,26.6200008392334
2020-12-09,156.58999633789062,41.849998474121094,153.10000610351562,88.89299774169922,277.9200134277344,121.77999877929688,374.2900085449219,148.27000427246094,31.209999084472656,121.05000305175781,28.799999237060547,26.90999984741211
2020-12-10,155.69000244140625,41.72999954223633,152.25,88.38249969482422,277.1199951171875,123.23999786376953,372.7900085449219,147.0399932861328,31.209999084472656,120.2699966430664,29.110000610351562,26.780000686645508
2020-12-11,156.92999267578125,41.119998931884766,152.9499969482422,88.73999786376953,273.54998779296875,122.41000366210938,375.1000061035156,147.0,31.34000015258789,119.55999755859375,28.56999969482422,26.549999237060547
2020-12-14,155.07000732421875,39.209999084472656,149.07000732421875,87.61299896240234,274.19000244140625,121.77999877929688,374.3800048828125,145.64999389648438,31.299999237060547,118.30000305175781,28.219999313354492,26.68000030517578
2020-12-15,147.22000122070312,38.709999084472656,150.57000732421875,88.05400085449219,275.54998779296875,127.87999725341797,371.8800048828125,145.5800018310547,31.190000534057617,120.31999969482422,28.639999389648438,26.940000534057617
2020-12-16,137.02999877929688,37.84000015258789,149.6699981689453,87.8594970703125,275.6700134277344,127.80999755859375,369.44000244140625,145.42999267578125,30.969999313354492,120.66999816894531,28.719999313354492,26.65999984741211
2020-12-17,144.0,38.029998779296875,153.6199951171875,87.02549743652344,274.4800109863281,128.6999969482422,370.2900085449219,146.10000610351562,31.0,119.66999816894531,28.829999923706055,26.690000534057617
2020-12-18,140.22999572753906,37.68000030517578,154.50999450683594,86.31099700927734,276.3999938964844,126.66000366210938,367.0,145.9499969482422,30.8700008392334,119.08000183105469,28.670000076293945,26.200000762939453
2020-12-21,138.3000030517578,37.380001068115234,153.02000427246094,86.72799682617188,272.7900085449219,128.22999572753906,364.9700012207031,145.97000122070312,30.799999237060547,123.55000305175781,29.739999771118164,25.579999923706055
2020-12-22,125.87999725341797,36.7400016784668,152.72000122070312,86.01100158691406,267.0899963378906,131.8800048828125,362.0299987792969,144.1999969482422,30.889999389648438,121.66999816894531,29.209999084472656,25.530000686645508
2020-12-23,130.33999633789062,37.439998626708984,151.94000244140625,86.4114990234375,268.1099853515625,130.9600067138672,361.8900146484375,143.22000122070312,31.389999389648438,125.06999969482422,30.049999237060547,26.030000686645508
2020-12-24,123.38999938964844,37.27000045776367,152.47000122070312,86.70800018310547,267.3999938964844,131.97000122070312,364.5799865722656,143.5,31.530000686645508,124.5199966430664,29.959999084472656,26.049999237060547
2020-12-28,111.4000015258789,36.81999969482422,153.19000244140625,88.697998046875,277.0,136.69000244140625,371.05999755859375,145.22000122070312,31.389999389648438,125.33999633789062,30.1299991607666,25.850000381469727
2020-12-29,114.38999938964844,37.04999923706055,154.13999938964844,87.88800048828125,276.7799987792969,134.8699951171875,372.7200012207031,144.3000030517578,31.459999084472656,125.01000213623047,30.010000228881836,25.81999969482422
2020-12-30,111.12999725341797,36.7400016784668,156.0500030517578,86.8125,271.8699951171875,133.72000122070312,374.45001220703125,144.17999267578125,31.549999237060547,125.36000061035156,29.979999542236328,25.940000534057617
2020-12-31,104.47000122070312,36.810001373291016,157.3800048828125,87.63200378417969,273.1600036621094,132.69000244140625,376.7799987792969,144.14999389648438,31.760000228881836,127.06999969482422,30.309999465942383,25.90999984741211
2021-01-04,111.7300033569336,36.810001373291016,156.5,86.30650329589844,268.94000244140625,129.41000366210938,380.1499938964844,146.52999877929688,32.130001068115234,125.87000274658203,30.030000686645508,25.739999771118164
2021-01-05,109.18000030517578,37.189998626708984,158.33999633789062,87.00250244140625,270.9700012207031,131.00999450683594,375.739990234375,145.75,31.899999618530273,125.6500015258789,30.260000228881836,25.93000030517578
2021-01-06,116.26000213623047,36.869998931884766,159.8300018310547,86.14399719238281,263.30999755859375,126.5999984741211,370.0199890136719,146.66000366210938,32.209999084472656,131.5500030517578,32.150001525878906,28.209999084472656
2021-01-07,115.08999633789062,37.060001373291016,160.3699951171875,88.71700286865234,268.739990234375,130.9199981689453,367.9200134277344,146.64999389648438,31.81999969482422,135.8699951171875,32.86000061035156,28.06999969482422
2021-01-08,112.75,37.130001068115234,160.0399932861328,89.8915023803711,267.57000732421875,132.0500030517578,369.94000244140625,146.6300048828125,31.6299991607666,136.02000427246094,32.529998779296875,27.8700008392334
2021-01-11,117.26000213623047,37.77000045776367,159.3699951171875,87.81449890136719,256.8399963378906,128.97999572753906,364.010009765625,147.2899932861328,31.760000228881836,138.0500030517578,33.06999969482422,27.489999771118164
2021-01-12,124.55000305175781,37.18000030517578,158.1300048828125,86.87149810791016,251.08999633789062,128.8000030517578,364.20001220703125,148.97000122070312,31.520000457763672,140.22000122070312,33.65999984741211,28.010000228881836
2021-01-13,124.05999755859375,36.86000061035156,157.88999938964844,87.36250305175781,251.63999938964844,130.88999938964844,366.95001220703125,147.4499969482422,31.989999771118164,140.35000610351562,33.459999084472656,27.420000076293945
2021-01-14,129.72000122070312,36.75,160.64999389648438,86.5459976196289,245.63999938964844,128.91000366210938,362.3500061035156,146.97000122070312,33.13999938964844,141.1699981689453,33.9900016784668,27.790000915527344
2021-01-15,129.64999389648438,36.70000076293945,160.3000030517578,86.38099670410156,251.36000061035156,127.13999938964844,362.1600036621094,144.63999938964844,33.70000076293945,138.63999938964844,33.0099983215332,27.350000381469727
2021-01-19,125.01000213623047,36.72999954223633,162.77999877929688,89.22350311279297,261.1000061035156,127.83000183105469,354.4700012207031,143.38999938964844,33.619998931884766,138.0399932861328,32.77000045776367,28.010000228881836
2021-01-20,125.13999938964844,36.5,162.3800048828125,94.00350189208984,267.4800109863281,132.02999877929688,361.29998779296875,145.50999450683594,33.06999969482422,135.97000122070312,32.34000015258789,27.809999465942383
2021-01-21,132.97999572753906,36.47999954223633,161.72999572753906,94.2074966430664,272.8699951171875,136.8699951171875,362.79998779296875,144.85000610351562,33.209999084472656,134.8300018310547,31.770000457763672,28.450000762939453
2021-01-22,131.02000427246094,36.54999923706055,163.5500030517578,94.62799835205078,274.5,139.07000732421875,362.29998779296875,146.3300018310547,33.560001373291016,133.7899932861328,31.549999237060547,27.81999969482422
2021-01-25,147.0,37.279998779296875,165.97999572753906,94.71399688720703,278.010009765625,142.9199981689453,361.8800048828125,146.1999969482422,34.56999969482422,132.1199951171875,31.15999984741211,27.299999237060547
2021-01-26,151.92999267578125,37.310001373291016,170.47999572753906,95.39749908447266,282.04998779296875,143.16000366210938,364.9800109863281,147.50999450683594,37.06999969482422,131.5800018310547,30.940000534057617,27.5
2021-01-27,155.72999572753906,36.2400016784668,167.8800048828125,90.9469985961914,272.1400146484375,142.05999755859375,356.3900146484375,143.83999633789062,38.75,127.86000061035156,29.829999923706055,27.290000915527344
2021-01-28,159.5500030517578,35.86000061035156,169.16000366210938,92.66000366210938,265.0,137.08999633789062,357.05999755859375,143.75,35.380001068115234,130.11000061035156,30.31999969482422,27.110000610351562
2021-01-29,173.16000366210938,35.900001525878906,163.1300048828125,91.36799621582031,258.3299865722656,131.9600067138672,352.42999267578125,140.49000549316406,34.5,128.6699981689453,29.649999618530273,26.149999618530273
2021-02-01,157.47999572753906,35.79999923706055,162.7100067138672,94.65350341796875,262.010009765625,134.13999938964844,350.5199890136719,139.27000427246094,33.70000076293945,129.6199951171875,29.959999084472656,26.299999237060547
2021-02-02,158.5800018310547,34.9900016784668,161.25,95.95600128173828,267.0799865722656,134.99000549316406,355.5799865722656,140.77000427246094,33.099998474121094,133.61000061035156,31.030000686645508,26.59000015258789
2021-02-03,165.86000061035156,34.84000015258789,160.5,102.94400024414062,266.6499938964844,133.94000244140625,355.2099914550781,141.1999969482422,33.959999084472656,135.13999938964844,31.579999923706055,26.489999771118164
2021-02-04,173.30999755859375,34.88999938964844,161.99000549316406,102.68150329589844,266.489990234375,137.38999938964844,355.8500061035156,142.52999877929688,33.45000076293945,138.25,32.5,26.959999084472656
2021-02-05,176.24000549316406,34.91999816894531,164.4499969482422,104.44149780273438,268.1000061035156,136.75999450683594,355.1700134277344,144.36000061035156,33.150001525878906,137.97999572753906,32.369998931884766,26.739999771118164
2021-02-08,185.97999572753906,34.81999969482422,164.9199981689453,104.22599792480469,266.5799865722656,136.91000366210938,359.8299865722656,145.02999877929688,33.279998779296875,140.13999938964844,33.09000015258789,26.829999923706055
2021-02-09,179.52000427246094,34.970001220703125,166.27000427246094,103.76950073242188,269.45001220703125,136.00999450683594,359.55999755859375,145.8300018310547,33.59000015258789,139.5800018310547,32.95000076293945,27.299999237060547
2021-02-10,179.33999633789062,34.7400016784668,166.80999755859375,104.3239974975586,271.8699951171875,135.38999938964844,356.1199951171875,144.1300048828125,33.61000061035156,139.66000366210938,32.97999954223633,27.540000915527344
