MRNA,0.0
PFE,0.0
JNJ,0.0
GOOGL,0.0
META,0.0
AAPL,0.27626
COST,0.29289
WMT,0.0
KR,0.08089
JPM,0.05091
BAC,0.0
HSBC,0.29905
